SAMPID	SMTSD
BMS-XXEK-2726-SM-4IHKB	Artery - Aorta
BMS-XXEK-2826-SM-4IHL2	Thyroid
BMS-XXEK-2926-SM-4IHLF	Thyroid
BMS-XXEK-3226-SM-4IHK9	Skin - Sun Exposed (Lower leg)
BMS-XXEK-3326-SM-4IHJY	Skin - Sun Exposed (Lower leg)
BMS-XXEK-3426-SM-4IHLD	Muscle - Skeletal
BMS-XXEK-3526-SM-4IHKE	Muscle - Skeletal
BMS-XXEK-3626-SM-4IHK5	Thyroid
BMS-XXEK-3726-SM-4IHKW	Thyroid
BMS-XXEK-3926-SM-4IHJZ	Artery - Aorta
BMS-XXEK-4026-SM-4IHJA	Muscle - Skeletal
BMS-XXEK-4126-SM-4IHKO	Muscle - Skeletal
BMS-XXEK-4226-SM-4IHJH	Skin - Sun Exposed (Lower leg)
BMS-XXEK-4626-SM-4IHLB	Thyroid
BMS-XXEK-4726-SM-4IHKR	Thyroid
BMS-XXEK-4826-SM-4IHJU	Artery - Aorta
BMS-XXEK-4926-SM-4IHJK	Artery - Aorta
BMS-XXEK-5026-SM-4IHL4	Muscle - Skeletal
BMS-XXEK-5126-SM-4IHJR	Muscle - Skeletal
BMS-XXEK-5226-SM-4IHJJ	Skin - Sun Exposed (Lower leg)
BMS-XXEK-5326-SM-4IHJI	Skin - Sun Exposed (Lower leg)
BMS-XXEK-5626-SM-4IHKJ	Thyroid
BMS-XXEK-5726-SM-4IHL3	Thyroid
BMS-XXEK-5826-SM-4IHJX	Artery - Aorta
BMS-XXEK-5926-SM-4IHK1	Artery - Aorta
BMS-XXEK-6026-SM-4IHL6	Muscle - Skeletal
BMS-XXEK-6126-SM-4IHKS	Muscle - Skeletal
BMS-XXEK-6226-SM-4IHK4	Skin - Sun Exposed (Lower leg)
BMS-XYKS-0126-SM-4ONEV	Artery - Aorta
BMS-XYKS-0226-SM-4ONEJ	Pancreas
BMS-XYKS-0326-SM-4ONEK	Skin - Sun Exposed (Lower leg)
BMS-XYKS-0426-SM-4ONEL	Muscle - Skeletal
BMS-XYKS-0526-SM-4ONEM	Artery - Aorta
BMS-XYKS-0626-SM-4ONEN	Pancreas
BMS-XYKS-0726-SM-4ONEO	Skin - Sun Exposed (Lower leg)
BMS-XYKS-0826-SM-4ONEP	Muscle - Skeletal
BMS-XYKS-0926-SM-4ONDZ	Artery - Aorta
BMS-XYKS-1026-SM-4ONE2	Skin - Sun Exposed (Lower leg)
BMS-XYKS-1126-SM-4ONE3	Artery - Aorta
BMS-XYKS-1226-SM-4ONE1	Pancreas
BMS-XYKS-1326-SM-4ONE7	Muscle - Skeletal
BMS-XYKS-1426-SM-4ONE4	Pancreas
BMS-XYKS-1526-SM-4ONE5	Skin - Sun Exposed (Lower leg)
BMS-XYKS-1626-SM-4ONE6	Muscle - Skeletal
BMS-XYKS-2626-SM-4ONEB	Artery - Aorta
BMS-XYKS-2726-SM-4OND8	Artery - Aorta
BMS-XYKS-3026-SM-4ONE9	Skin - Sun Exposed (Lower leg)
BMS-XYKS-3126-SM-4OND9	Skin - Sun Exposed (Lower leg)
BMS-XYKS-3226-SM-4ONEA	Muscle - Skeletal
BMS-XYKS-3326-SM-4ONDA	Muscle - Skeletal
BMS-XYKS-3526-SM-4ONDB	Artery - Aorta
BMS-XYKS-3826-SM-4ONEC	Skin - Sun Exposed (Lower leg)
BMS-XYKS-3926-SM-4ONDC	Skin - Sun Exposed (Lower leg)
BMS-XYKS-4026-SM-4ONE8	Muscle - Skeletal
BMS-XYKS-4126-SM-4ONDD	Muscle - Skeletal
BMS-XYKS-4226-SM-4ONEH	Artery - Aorta
BMS-XYKS-4526-SM-4ONEQ	Pancreas
BMS-XYKS-4626-SM-4ONEF	Skin - Sun Exposed (Lower leg)
BMS-XYKS-4826-SM-4ONED	Muscle - Skeletal
BMS-XYKS-4926-SM-4ONER	Muscle - Skeletal
BMS-XYKS-5026-SM-4ONEE	Artery - Aorta
BMS-XYKS-5126-SM-4ONES	Artery - Aorta
BMS-XYKS-5426-SM-4ONEG	Skin - Sun Exposed (Lower leg)
BMS-XYKS-5526-SM-4ONET	Skin - Sun Exposed (Lower leg)
BMS-XYKS-5626-SM-4ONEI	Muscle - Skeletal
BMS-XYKS-5726-SM-4ONEU	Muscle - Skeletal
BMS-YF7O-0126-SM-4TT31	Adrenal Gland
BMS-YF7O-0226-SM-4TT32	Adrenal Gland
BMS-YF7O-0326-SM-4TT33	Artery - Aorta
BMS-YF7O-0426-SM-4TT34	Artery - Aorta
BMS-YF7O-0526-SM-4TT35	Adrenal Gland
BMS-YF7O-0626-SM-4TT36	Thyroid
BMS-YF7O-0726-SM-4TT37	Pancreas
BMS-YF7O-0826-SM-4TT38	Artery - Aorta
BMS-YF7O-0926-SM-4TT2Q	Muscle - Skeletal
BMS-YF7O-1026-SM-4TT2R	Thyroid
BMS-YF7O-1126-SM-4TT2S	Skin - Sun Exposed (Lower leg)
BMS-YF7O-1226-SM-4TT2T	Thyroid
BMS-YF7O-1326-SM-4TT2M	Pancreas
BMS-YF7O-1426-SM-4TT2N	Pancreas
BMS-YF7O-1526-SM-4TT2P	Skin - Sun Exposed (Lower leg)
BMS-YF7O-1626-SM-4TT2O	Muscle - Skeletal
BMS-YF7O-1726-SM-4TT2E	Skin - Sun Exposed (Lower leg)
BMS-YF7O-1826-SM-4TT2F	Muscle - Skeletal
BMS-YF7O-1926-SM-4TT2G	Artery - Aorta
BMS-YF7O-2026-SM-4TT2H	Muscle - Skeletal
BMS-YF7O-2126-SM-4TT2I	Skin - Sun Exposed (Lower leg)
BMS-YF7O-2326-SM-4TT2J	Adrenal Gland
BMS-YF7O-2426-SM-4TT2K	Pancreas
BMS-YF7O-2526-SM-4TT2L	Thyroid
BMS-YF7O-2626-SM-4TT1F	Adrenal Gland
BMS-YF7O-2726-SM-4TT1S	Adrenal Gland
BMS-YF7O-2826-SM-4TT1G	Artery - Aorta
BMS-YF7O-2926-SM-4TT1T	Artery - Aorta
BMS-YF7O-3026-SM-4TT1H	Thyroid
BMS-YF7O-3126-SM-4TT1U	Thyroid
BMS-YF7O-3426-SM-4TT1I	Skin - Sun Exposed (Lower leg)
BMS-YF7O-3526-SM-4TT39	Skin - Sun Exposed (Lower leg)
BMS-YF7O-3626-SM-4TT1J	Muscle - Skeletal
BMS-YF7O-3726-SM-4TT3A	Muscle - Skeletal
BMS-YF7O-3826-SM-4TT1K	Adrenal Gland
BMS-YF7O-3926-SM-4TT3B	Adrenal Gland
BMS-YF7O-4026-SM-4TT1L	Artery - Aorta
BMS-YF7O-4126-SM-4TT3C	Artery - Aorta
BMS-YF7O-4226-SM-4TT2U	Thyroid
BMS-YF7O-4326-SM-4TT3D	Thyroid
BMS-YF7O-4626-SM-4TT2V	Skin - Sun Exposed (Lower leg)
BMS-YF7O-4726-SM-4TT3E	Skin - Sun Exposed (Lower leg)
BMS-YF7O-4826-SM-4TT2W	Muscle - Skeletal
BMS-YF7O-4926-SM-4TT3F	Muscle - Skeletal
BMS-YF7O-5026-SM-4TT2X	Adrenal Gland
BMS-YF7O-5126-SM-4TT1V	Adrenal Gland
BMS-YF7O-5226-SM-4TT2Y	Artery - Aorta
BMS-YF7O-5326-SM-4TT41	Artery - Aorta
BMS-YF7O-5426-SM-4TT2Z	Thyroid
BMS-YF7O-5526-SM-4TT42	Thyroid
BMS-YF7O-5926-SM-4TT43	Skin - Sun Exposed (Lower leg)
BMS-YF7O-6026-SM-4TT1R	Muscle - Skeletal
BMS-YF7O-6126-SM-4TT1W	Muscle - Skeletal
BMS-YF7O-6226-SM-4TT1P	Thyroid
BMS-YF7O-6326-SM-4TT1X	Thyroid
BMS-YF7O-6426-SM-4TT1O	Artery - Aorta
BMS-YF7O-6526-SM-4TT1Y	Artery - Aorta
BMS-YF7O-6626-SM-4TT1M	Muscle - Skeletal
BMS-YF7O-6726-SM-4TT3G	Muscle - Skeletal
BMS-YF7O-6826-SM-4TT1N	Skin - Sun Exposed (Lower leg)
BMS-YF7O-6926-SM-4TT3H	Skin - Sun Exposed (Lower leg)
BMS-YF7O-7026-SM-4TT1Q	Adrenal Gland
BMS-YF7O-7126-SM-4TT3I	Adrenal Gland
BMS-YFCO-0126-SM-4OOTA	Muscle - Skeletal
BMS-YFCO-0226-SM-4OOTB	Pancreas
BMS-YFCO-0426-SM-4OOTC	Muscle - Skeletal
BMS-YFCO-0526-SM-4OOTD	Artery - Aorta
BMS-YFCO-0626-SM-4OOT3	Thyroid
BMS-YFCO-0726-SM-4OOT4	Artery - Aorta
BMS-YFCO-0926-SM-4OOT5	Artery - Aorta
BMS-YFCO-1026-SM-4OOT6	Muscle - Skeletal
BMS-YFCO-1126-SM-4OOT7	Thyroid
BMS-YFCO-1226-SM-4OOT8	Skin - Sun Exposed (Lower leg)
BMS-YFCO-1426-SM-4OOT9	Pancreas
BMS-YFCO-1526-SM-4OOTK	Thyroid
BMS-YFCO-1626-SM-4OOTL	Skin - Sun Exposed (Lower leg)
BMS-YFCO-1726-SM-4OOTM	Pancreas
BMS-YFCO-1826-SM-4OOTN	Skin - Sun Exposed (Lower leg)
BMS-YFCO-1926-SM-4OOTO	Muscle - Skeletal
BMS-YFCO-2326-SM-4OOTP	Pancreas
BMS-YFCO-2426-SM-4OOTQ	Artery - Aorta
BMS-YFCO-2526-SM-4OOTR	Thyroid
BMS-YFCO-2726-SM-4OORI	Skin - Sun Exposed (Lower leg)
BMS-YFCO-2826-SM-4OORJ	Thyroid
BMS-YFCO-2926-SM-4OORK	Pancreas
BMS-YFCO-3126-SM-4OORL	Artery - Aorta
BMS-YFCO-3326-SM-4OOR9	Artery - Aorta
BMS-YFCO-3426-SM-4OORA	Muscle - Skeletal
BMS-YFCO-3626-SM-4OOTS	Muscle - Skeletal
BMS-YFCO-3726-SM-4OOTE	Thyroid
BMS-YFCO-4126-SM-4OOTT	Artery - Aorta
BMS-YFCO-4226-SM-4OOTF	Muscle - Skeletal
BMS-YFCO-4326-SM-4OOTU	Muscle - Skeletal
BMS-YFCO-4426-SM-4OOTG	Skin - Sun Exposed (Lower leg)
BMS-YFCO-4526-SM-4OOTV	Skin - Sun Exposed (Lower leg)
BMS-YFCO-4626-SM-4OOTW	Thyroid
BMS-YFCO-4726-SM-4OOTH	Thyroid
BMS-YFCO-4826-SM-4OOTI	Muscle - Skeletal
BMS-YFCO-4926-SM-4OOTJ	Artery - Aorta
BMS-YFCO-5326-SM-4OOTX	Muscle - Skeletal
BMS-YFCO-5626-SM-4OORM	Thyroid
BMS-YFCO-6226-SM-4OORE	Skin - Sun Exposed (Lower leg)
BMS-YFCO-6326-SM-4OORN	Thyroid
BMS-YFCO-6526-SM-4OORG	Thyroid
BMS-YFCO-6626-SM-4OORH	Thyroid
BMS-YFCO-6726-SM-4OORD	Artery - Aorta
BMS-YFCO-6826-SM-4OORO	Skin - Sun Exposed (Lower leg)
BMS-YFCO-7026-SM-4OORC	Muscle - Skeletal
BMS-YFCO-7126-SM-4OORB	Skin - Sun Exposed (Lower leg)
BMS-YFCO-7226-SM-4OORP	Skin - Sun Exposed (Lower leg)
BMS-YFCO-7326-SM-4OORF	Artery - Aorta
BMS-YFCO-7426-SM-4OORQ	Muscle - Skeletal
BMS-YFCO-7526-SM-4OORR	Artery - Aorta
BMS-YJ8A-0126-SM-4TT6Y	Artery - Aorta
BMS-YJ8A-0226-SM-4TT7B	Thyroid
BMS-YJ8A-0326-SM-4TT7N	Pancreas
BMS-YJ8A-0426-SM-4TT7Z	Skin - Sun Exposed (Lower leg)
BMS-YJ8A-0526-SM-4TT8C	Muscle - Skeletal
BMS-YJ8A-0626-SM-4TT8O	Artery - Aorta
BMS-YJ8A-0726-SM-4TT91	Thyroid
BMS-YJ8A-0826-SM-4TT9D	Pancreas
BMS-YJ8A-0926-SM-4TT71	Skin - Sun Exposed (Lower leg)
BMS-YJ8A-1026-SM-4TT83	Muscle - Skeletal
BMS-YJ8A-1126-SM-4TT8F	Artery - Aorta
BMS-YJ8A-1226-SM-4TT8R	Thyroid
BMS-YJ8A-1326-SM-4TT7D	Pancreas
BMS-YJ8A-1426-SM-4TT94	Muscle - Skeletal
BMS-YJ8A-1526-SM-4TT9G	Skin - Sun Exposed (Lower leg)
BMS-YJ8A-1626-SM-4TT73	Artery - Aorta
BMS-YJ8A-1726-SM-4TT8D	Thyroid
BMS-YJ8A-1826-SM-4TT8P	Pancreas
BMS-YJ8A-1926-SM-4TT92	Muscle - Skeletal
BMS-YJ8A-2026-SM-4TT9E	Skin - Sun Exposed (Lower leg)
BMS-YJ8A-2626-SM-4TT7F	Artery - Aorta
BMS-YJ8A-2726-SM-4TT7P	Artery - Aorta
BMS-YJ8A-2826-SM-4TT7R	Thyroid
BMS-YJ8A-2926-SM-4TT82	Thyroid
BMS-YJ8A-3226-SM-4TT84	Skin - Sun Exposed (Lower leg)
BMS-YJ8A-3326-SM-4TT8E	Skin - Sun Exposed (Lower leg)
BMS-YJ8A-3426-SM-4TT8G	Muscle - Skeletal
BMS-YJ8A-3526-SM-4TT8Q	Muscle - Skeletal
BMS-YJ8A-3626-SM-4TT8S	Artery - Aorta
BMS-YJ8A-3726-SM-4TT93	Artery - Aorta
BMS-YJ8A-3826-SM-4TT95	Thyroid
BMS-YJ8A-3926-SM-4TT9F	Thyroid
BMS-YJ8A-4326-SM-4TT7H	Skin - Sun Exposed (Lower leg)
BMS-YJ8A-4426-SM-4TT9H	Muscle - Skeletal
BMS-YJ8A-4526-SM-4TT7T	Muscle - Skeletal
BMS-YJ8A-4626-SM-4TT74	Artery - Aorta
BMS-YJ8A-4726-SM-4TT86	Artery - Aorta
BMS-YJ8A-4826-SM-4TT7G	Thyroid
BMS-YJ8A-4926-SM-4TT8I	Thyroid
BMS-YJ8A-5226-SM-4TT7S	Muscle - Skeletal
BMS-YJ8A-5326-SM-4TT6T	Muscle - Skeletal
BMS-YJ8A-5426-SM-4TT85	Skin - Sun Exposed (Lower leg)
BMS-YJ8A-5526-SM-4TT8U	Skin - Sun Exposed (Lower leg)
BMS-YJ8A-5626-SM-4TT8H	Artery - Aorta
BMS-YJ8A-5726-SM-4TT97	Artery - Aorta
BMS-YJ8A-5826-SM-4TT8T	Thyroid
BMS-YJ8A-5926-SM-4TT72	Thyroid
BMS-YJ8A-6226-SM-4TT96	Muscle - Skeletal
BMS-YJ8A-6326-SM-4TT7E	Muscle - Skeletal
BMS-YJ8A-6426-SM-4TT9I	Skin - Sun Exposed (Lower leg)
BMS-YJ8A-6526-SM-4TT7Q	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-0126-SM-4RH4O	Artery - Aorta
BMS-Z9EW-0226-SM-4RH4P	Muscle - Skeletal
BMS-Z9EW-0426-SM-4RH4Q	Muscle - Skeletal
BMS-Z9EW-0626-SM-4RH4R	Muscle - Skeletal
BMS-Z9EW-0726-SM-4RH4S	Artery - Aorta
BMS-Z9EW-0926-SM-4RH4T	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-1026-SM-4RH4U	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-1126-SM-4RH4V	Thyroid
BMS-Z9EW-1326-SM-4RH4H	Thyroid
BMS-Z9EW-1426-SM-4RH4I	Artery - Aorta
BMS-Z9EW-1626-SM-4RH4J	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-1726-SM-4RH4K	Thyroid
BMS-Z9EW-1926-SM-4RH4L	Muscle - Skeletal
BMS-Z9EW-2026-SM-4RH4M	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-2326-SM-4RH4N	Thyroid
BMS-Z9EW-2626-SM-4RH4W	Muscle - Skeletal
BMS-Z9EW-2926-SM-4RH54	Artery - Aorta
BMS-Z9EW-3126-SM-4RH4X	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-3226-SM-4RH4Y	Muscle - Skeletal
BMS-Z9EW-3326-SM-4RH5B	Artery - Aorta
BMS-Z9EW-3526-SM-4RH5C	Thyroid
BMS-Z9EW-3626-SM-4RH55	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-3726-SM-4RH56	Muscle - Skeletal
BMS-Z9EW-3926-SM-4RH57	Artery - Aorta
BMS-Z9EW-4026-SM-4RH58	Thyroid
BMS-Z9EW-4126-SM-4RH5D	Artery - Aorta
BMS-Z9EW-4226-SM-4RH5E	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-4326-SM-4RH59	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-4726-SM-4RH5F	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-5026-SM-4RH5G	Artery - Aorta
BMS-Z9EW-5626-SM-4RH5H	Muscle - Skeletal
BMS-Z9EW-5726-SM-4RH5A	Thyroid
BMS-Z9EW-5926-SM-4RH5S	Thyroid
BMS-Z9EW-6026-SM-4RH5I	Artery - Aorta
BMS-Z9EW-6126-SM-4RH4Z	Thyroid
BMS-Z9EW-6326-SM-4RH5T	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-6426-SM-4RH5U	Thyroid
BMS-Z9EW-6526-SM-4RH5V	Muscle - Skeletal
BMS-Z9EW-6726-SM-4RH5W	Skin - Sun Exposed (Lower leg)
BMS-Z9EW-6826-SM-4RH51	Thyroid
BMS-Z9EW-7026-SM-4RH52	Thyroid
BMS-Z9EW-7126-SM-4RH5X	Muscle - Skeletal
BMS-Z9EW-7226-SM-4RH5Y	Muscle - Skeletal
BMS-Z9EW-7426-SM-4RH53	Muscle - Skeletal
BMS-Z9EW-7526-SM-4RH5Z	Artery - Aorta
BMS-ZA64-0226-SM-4PR17	Artery - Aorta
BMS-ZA64-0326-SM-4PR18	Skin - Sun Exposed (Lower leg)
BMS-ZA64-0426-SM-4PR19	Artery - Aorta
BMS-ZA64-0526-SM-4PR1A	Skin - Sun Exposed (Lower leg)
BMS-ZA64-0926-SM-4PR29	Skin - Sun Exposed (Lower leg)
BMS-ZA64-1126-SM-4PR2A	Thyroid
BMS-ZA64-1226-SM-4PR2B	Muscle - Skeletal
BMS-ZA64-1326-SM-4PR2C	Artery - Aorta
BMS-ZA64-1426-SM-4PR1B	Thyroid
BMS-ZA64-1526-SM-4PR1C	Thyroid
BMS-ZA64-1626-SM-4PR1D	Skin - Sun Exposed (Lower leg)
BMS-ZA64-1726-SM-4PR1E	Muscle - Skeletal
BMS-ZA64-1826-SM-4PR13	Artery - Aorta
BMS-ZA64-1926-SM-4PR15	Muscle - Skeletal
BMS-ZA64-2026-SM-4PR14	Muscle - Skeletal
BMS-ZA64-2426-SM-4PR16	Thyroid
BMS-ZA64-2926-SM-4PR1V	Thyroid
BMS-ZA64-3126-SM-4PR1W	Artery - Aorta
BMS-ZA64-3326-SM-4PR1N	Artery - Aorta
BMS-ZA64-3426-SM-4PR1X	Artery - Aorta
BMS-ZA64-3726-SM-4PR1O	Artery - Aorta
BMS-ZA64-3926-SM-4PR1P	Skin - Sun Exposed (Lower leg)
BMS-ZA64-4026-SM-4PR1Y	Skin - Sun Exposed (Lower leg)
BMS-ZA64-4226-SM-4PR1Z	Muscle - Skeletal
BMS-ZA64-4426-SM-4PR21	Skin - Sun Exposed (Lower leg)
BMS-ZA64-4626-SM-4PR1F	Thyroid
BMS-ZA64-4726-SM-4PR1Q	Thyroid
BMS-ZA64-4826-SM-4PR1G	Skin - Sun Exposed (Lower leg)
BMS-ZA64-4926-SM-4PR1R	Muscle - Skeletal
BMS-ZA64-5026-SM-4PR1S	Skin - Sun Exposed (Lower leg)
BMS-ZA64-5226-SM-4PR1T	Artery - Aorta
BMS-ZA64-5326-SM-4PR1H	Muscle - Skeletal
BMS-ZA64-5526-SM-4PR1U	Muscle - Skeletal
BMS-ZA64-5626-SM-4PR22	Skin - Sun Exposed (Lower leg)
BMS-ZA64-5726-SM-4PR1I	Thyroid
BMS-ZA64-5826-SM-4PR23	Thyroid
BMS-ZA64-5926-SM-4PR1J	Thyroid
BMS-ZA64-6026-SM-4PR1K	Muscle - Skeletal
BMS-ZA64-6126-SM-4PR24	Skin - Sun Exposed (Lower leg)
BMS-ZA64-6426-SM-4PR25	Muscle - Skeletal
BMS-ZA64-6626-SM-4PR1L	Muscle - Skeletal
BMS-ZA64-6826-SM-4PR26	Muscle - Skeletal
BMS-ZA64-6926-SM-4PR1M	Skin - Sun Exposed (Lower leg)
BMS-ZA64-7026-SM-4VDQR	Thyroid
BMS-ZA64-7426-SM-4PR28	Thyroid
BMS-ZAB5-0126-SM-4SONZ	Skin - Sun Exposed (Lower leg)
BMS-ZAB5-0326-SM-4SONP	Thyroid
BMS-ZAB5-0426-SM-4SONX	Artery - Aorta
BMS-ZAB5-0526-SM-4SOND	Pancreas
BMS-ZAB5-0626-SM-4SONW	Muscle - Skeletal
BMS-ZAB5-0826-SM-4SONK	Pancreas
BMS-ZAB5-0926-SM-4SONY	Thyroid
BMS-ZAB5-1026-SM-4SOO6	Artery - Aorta
BMS-ZAB5-1226-SM-4SOO9	Muscle - Skeletal
BMS-ZAB5-1326-SM-4SOO7	Artery - Aorta
BMS-ZAB5-1526-SM-4SOO3	Thyroid
BMS-ZAB5-1626-SM-4SOOA	Pancreas
BMS-ZAB5-1726-SM-4SOO8	Skin - Sun Exposed (Lower leg)
BMS-ZAB5-1826-SM-4SOO2	Muscle - Skeletal
BMS-ZAB5-1926-SM-4SOO1	Thyroid
BMS-ZAB5-2026-SM-4SOOB	Artery - Aorta
BMS-ZAB5-2226-SM-4SOLR	Skin - Sun Exposed (Lower leg)
BMS-ZAB5-2426-SM-4SOLS	Muscle - Skeletal
BMS-ZAB5-2526-SM-4SOLT	Pancreas
BMS-ZAB5-2626-SM-4SONJ	Artery - Aorta
BMS-ZAB5-2726-SM-4SON7	Artery - Aorta
BMS-ZAB5-2826-SM-4SONE	Muscle - Skeletal
BMS-ZAB5-2926-SM-4SONR	Skin - Sun Exposed (Lower leg)
BMS-ZAB5-3026-SM-4SON6	Thyroid
BMS-ZAB5-3126-SM-4SOOC	Thyroid
BMS-ZAB5-3226-SM-4SONL	Muscle - Skeletal
BMS-ZAB5-3426-SM-4SONM	Pancreas
BMS-ZAB5-3526-SM-4SOLU	Skin - Sun Exposed (Lower leg)
BMS-ZAB5-3626-SM-4SON5	Thyroid
BMS-ZAB5-3826-SM-4SON9	Muscle - Skeletal
BMS-ZAB5-3926-SM-4SONQ	Skin - Sun Exposed (Lower leg)
BMS-ZAB5-4026-SM-4SOLV	Muscle - Skeletal
BMS-ZAB5-4126-SM-4SOLW	Skin - Sun Exposed (Lower leg)
BMS-ZAB5-4326-SM-4SONH	Artery - Aorta
BMS-ZAB5-4426-SM-4SOO5	Artery - Aorta
BMS-ZAB5-4526-SM-4SOLX	Artery - Aorta
BMS-ZAB5-4626-SM-4SOLY	Artery - Aorta
BMS-ZAB5-4726-SM-4SONG	Thyroid
BMS-ZAB5-4826-SM-4SOLZ	Muscle - Skeletal
BMS-ZAB5-5026-SM-4SOM1	Thyroid
BMS-ZAB5-5126-SM-4SONS	Muscle - Skeletal
BMS-ZAB5-5226-SM-4SONT	Thyroid
BMS-ZAB5-5626-SM-4SONI	Artery - Aorta
BMS-ZAB5-5826-SM-4SONA	Thyroid
BMS-ZAB5-5926-SM-4SONN	Skin - Sun Exposed (Lower leg)
BMS-ZAB5-6026-SM-4SONC	Thyroid
BMS-ZAB5-6126-SM-4SON4	Artery - Aorta
BMS-ZAB5-6226-SM-4SONB	Muscle - Skeletal
BMS-ZAB5-6326-SM-4SOO4	Skin - Sun Exposed (Lower leg)
BMS-ZAB5-6426-SM-4SONF	Muscle - Skeletal
BMS-ZC5H-0126-SM-4WAX1	Muscle - Skeletal
BMS-ZC5H-0426-SM-4WAY2	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-0526-SM-4WAXP	Artery - Aorta
BMS-ZC5H-0626-SM-4WAXD	Muscle - Skeletal
BMS-ZC5H-1326-SM-4WAYR	Muscle - Skeletal
BMS-ZC5H-1426-SM-4WAYF	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-1526-SM-4WAZ3	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-1626-SM-4WAY3	Thyroid
BMS-ZC5H-1726-SM-4WAYE	Thyroid
BMS-ZC5H-1926-SM-4WAYQ	Muscle - Skeletal
BMS-ZC5H-2026-SM-4WAX2	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-2126-SM-4WAXE	Artery - Aorta
BMS-ZC5H-2226-SM-4WAXA	Thyroid
BMS-ZC5H-2326-SM-4WAWX	Artery - Aorta
BMS-ZC5H-2426-SM-4WAWL	Artery - Aorta
BMS-ZC5H-2526-SM-4WAYY	Thyroid
BMS-ZC5H-2926-SM-4WAWO	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-3026-SM-4WAWP	Thyroid
BMS-ZC5H-3126-SM-4WAZ2	Thyroid
BMS-ZC5H-3226-SM-4WAYP	Muscle - Skeletal
BMS-ZC5H-3326-SM-4WAXQ	Muscle - Skeletal
BMS-ZC5H-3526-SM-4WAYM	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-3726-SM-4WAWQ	Thyroid
BMS-ZC5H-3926-SM-4WAZ4	Muscle - Skeletal
BMS-ZC5H-4126-SM-4WAXX	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-4226-SM-4WAXB	Muscle - Skeletal
BMS-ZC5H-4426-SM-4WAXF	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-4526-SM-4WAXZ	Muscle - Skeletal
BMS-ZC5H-4726-SM-4WAX3	Muscle - Skeletal
BMS-ZC5H-5126-SM-4WAXN	Artery - Aorta
BMS-ZC5H-5226-SM-4WAYC	Muscle - Skeletal
BMS-ZC5H-5326-SM-4WAY4	Artery - Aorta
BMS-ZC5H-5426-SM-4WAXR	Artery - Aorta
BMS-ZC5H-5526-SM-4WAYG	Artery - Aorta
BMS-ZC5H-5626-SM-4WAYA	Thyroid
BMS-ZC5H-5926-SM-4WAYO	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-6026-SM-4WAZ5	Thyroid
BMS-ZC5H-6226-SM-4WAZ1	Artery - Aorta
BMS-ZC5H-6326-SM-4WAX4	Muscle - Skeletal
BMS-ZC5H-6426-SM-4WAWZ	Artery - Aorta
BMS-ZC5H-6526-SM-4WAWN	Thyroid
BMS-ZC5H-6626-SM-4WAYD	Thyroid
BMS-ZC5H-6826-SM-4WAWR	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-6926-SM-4WAY1	Skin - Sun Exposed (Lower leg)
BMS-ZC5H-7026-SM-4WAXO	Artery - Aorta
BMS-ZC5H-7226-SM-4WAXC	Thyroid
BMS-ZDTT-0126-SM-4QASV	Pancreas
BMS-ZDTT-0226-SM-4QASW	Artery - Aorta
BMS-ZDTT-0326-SM-4QASY	Skin - Sun Exposed (Lower leg)
BMS-ZDTT-0426-SM-4QASX	Artery - Aorta
BMS-ZDTT-0526-SM-4QARI	Skin - Sun Exposed (Lower leg)
BMS-ZDTT-0726-SM-4QARJ	Thyroid
BMS-ZDTT-0826-SM-4QARK	Pancreas
BMS-ZDTT-0926-SM-4QARL	Skin - Sun Exposed (Lower leg)
BMS-ZDTT-1126-SM-4QAR6	Thyroid
BMS-ZDTT-1226-SM-4QAR7	Muscle - Skeletal
BMS-ZDTT-1326-SM-4QAR8	Artery - Aorta
BMS-ZDTT-1426-SM-4QAR9	Thyroid
BMS-ZDTT-1626-SM-4QARA	Skin - Sun Exposed (Lower leg)
BMS-ZDTT-1726-SM-4QARB	Muscle - Skeletal
BMS-ZDTT-1826-SM-4QARC	Artery - Aorta
BMS-ZDTT-1926-SM-4QARD	Muscle - Skeletal
BMS-ZDTT-2026-SM-4QARE	Muscle - Skeletal
BMS-ZDTT-2126-SM-4QARF	Pancreas
